Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/1           __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}, std::integral_constant<bool, false> >(__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}, std::integral_constant<bool, false>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>::__parallel_for_body(__pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}, std::integral_constant<bool, false> >(__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}, std::integral_constant<bool, false>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1} const&) [562]
                0.00    0.00       1/1           void tbb::detail::d1::parallel_for<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}, std::integral_constant<bool, false> >(__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}, std::integral_constant<bool, false>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}> >(tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > const&, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}, std::integral_constant<bool, false> >(__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}, std::integral_constant<bool, false>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}> const&) [547]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

  [62] unit_vector(vec3)     [244] tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::end() const [186] std::__new_allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::deallocate(std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>*, unsigned long)
  [89] write_color(std::ostream&, vec3, int) [169] tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::size() const [187] std::__new_allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::allocate(unsigned long, void const*)
  [36] random_double(double, double) [250] tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::begin() const [151] std::__new_allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::~__new_allocator()
  [25] random_double()       [464] tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::empty() const [604] std::__new_allocator<std::vector<vec3, std::allocator<vec3> > >::deallocate(std::vector<vec3, std::allocator<vec3> >*, unsigned long)
 [112] linear_to_gamma(double) [406] tbb::detail::d1::task_group_context::is_proxy() const [605] std::__new_allocator<std::vector<vec3, std::allocator<vec3> > >::allocate(unsigned long, void const*)
 [495] degrees_to_radians(double) [566] tbb::detail::d1::task_arena_function<__pstl::__tbb_backend::__parallel_for<__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}, std::integral_constant<bool, false> >(__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}, std::integral_constant<bool, false>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>(__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}, std::integral_constant<bool, false> >(__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}, std::integral_constant<bool, false>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1})::{lambda()#1}, void>::consume_result() const [491] std::__new_allocator<std::vector<vec3, std::allocator<vec3> > >::~__new_allocator()
  [28] random_unit_vector()  [504] tbb::detail::d1::task_arena_function<__pstl::__tbb_backend::__parallel_for<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1})::{lambda()#1}, void>::consume_result() const [465] std::__new_allocator<char>::~__new_allocator()
  [54] random_in_unit_disk()  [24] vec3::length_squared() const [521] std::__new_allocator<int>::deallocate(int*, unsigned long)
  [30] random_in_unit_sphere() [129] vec3::x() const     [522] std::__new_allocator<int>::allocate(unsigned long, void const*)
  [22] dot(vec3 const&, vec3 const&) [123] vec3::y() const [523] std::__new_allocator<int>::~__new_allocator()
  [92] cross(vec3 const&, vec3 const&) [130] vec3::z() const [115] std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release()
  [81] reflect(vec3 const&, vec3 const&) [82] vec3::length() const [110] std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_add_ref_copy()
  [65] refract(vec3 const&, vec3 const&, double) [137] vec3::near_zero() const [152] std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_Sp_counted_base()
 [238] __gthread_active_p() (gthr-default.h) [84] vec3::operator-() const [153] std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::~_Sp_counted_base()
 [278] __gthread_mutex_lock(pthread_mutex_t*) (gthr-default.h) [56] metal::scatter(ray const&, hit_record const&, vec3&, ray&) const [354] vec3* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<vec3 const*, std::vector<vec3, std::allocator<vec3> > >, vec3*>(__gnu_cxx::__normal_iterator<vec3 const*, std::vector<vec3, std::allocator<vec3> > >, __gnu_cxx::__normal_iterator<vec3 const*, std::vector<vec3, std::allocator<vec3> > >, vec3*)
  [49] __gthread_mutex_unlock(pthread_mutex_t*) (gthr-default.h) [72] __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}, std::integral_constant<bool, false> >(__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}, std::integral_constant<bool, false>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>::operator()(tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > const&) const [606] std::vector<vec3, std::allocator<vec3> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<vec3, std::allocator<vec3> >*, unsigned long, std::vector<vec3, std::allocator<vec3> > >(std::vector<vec3, std::allocator<vec3> >*, unsigned long, std::vector<vec3, std::allocator<vec3> > const&)
 [239] dielectric::reflectance(double, double) [5] __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>::operator()(tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > const&) const [374] std::_Sp_counted_ptr_inplace<dielectric, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
 [362] dielectric::dielectric(double) [53] camera::defocus_disk_sample() const [375] std::_Sp_counted_ptr_inplace<dielectric, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
 [363] dielectric::~dielectric() [55] camera::pixel_sample_square() const [332] std::_Sp_counted_ptr_inplace<dielectric, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc()
  [80] hit_record::set_face_normal(ray const&, vec3 const&) [42] camera::get_ray(int, int) const [376] std::_Sp_counted_ptr_inplace<dielectric, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Impl::_Impl(std::allocator<void>)
 [114] hit_record::hit_record() [14] camera::ray_color(ray const&, int, hittable const&) const [297] std::_Sp_counted_ptr_inplace<dielectric, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_ptr()
 [116] hit_record::~hit_record() [16] sphere::hit(ray const&, interval, hit_record&) const [377] std::_Sp_counted_ptr_inplace<dielectric, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<double>(std::allocator<void>, double&&)
  [47] hit_record::operator=(hit_record const&) [113] interval::clamp(double) const [378] std::_Sp_counted_ptr_inplace<dielectric, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::~_Sp_counted_ptr_inplace()
 [207] lambertian::lambertian(vec3 const&) [118] interval::surrounds(double) const [216] std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
 [208] lambertian::~lambertian() [120] __gnu_cxx::__normal_iterator<vec3 const*, std::vector<vec3, std::allocator<vec3> > >::base() const [217] std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
 [172] hittable_list::add(std::shared_ptr<hittable>) [131] __gnu_cxx::__normal_iterator<vec3 const*, std::vector<vec3, std::allocator<vec3> > >::operator*() const [163] std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc()
 [544] hittable_list::hittable_list() [21] __gnu_cxx::__normal_iterator<std::shared_ptr<hittable> const*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >::base() const [218] std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Impl::_Impl(std::allocator<void>)
 [545] hittable_list::~hittable_list() [31] __gnu_cxx::__normal_iterator<std::shared_ptr<hittable> const*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >::operator*() const [147] std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_ptr()
 [122] ray::ray(vec3 const&, vec3 const&) [388] __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >::base() const [524] std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<vec3>(std::allocator<void>, vec3&&)
 [164] ray::ray()            [138] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [229] std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<vec3&>(std::allocator<void>, vec3&)
 [291] tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >* tbb::detail::d0::punned_cast<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >*, unsigned char const [192]>(unsigned char const (*) [192]) [432] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [219] std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::~_Sp_counted_ptr_inplace()
 [286] decltype (range_split_object_provider<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > >::get({parm#1})) tbb::detail::d0::get_range_split_object<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, tbb::detail::d0::split>(tbb::detail::d0::split&) [251] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator[](long) const [308] std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
 [444] void tbb::detail::d0::suppress_unused_warning<unsigned long&>(unsigned long&) [236] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [309] std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
 [267] tbb::detail::d0::split& tbb::detail::d0::range_split_object_provider<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, void>::get<tbb::detail::d0::split>(tbb::detail::d0::split&) [350] std::_Vector_base<vec3, std::allocator<vec3> >::_M_get_Tp_allocator() const [273] std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc()
  [68] std::invoke_result<__pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}, std::integral_constant<bool, false> >(__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}, std::integral_constant<bool, false>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}> const&, tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >&>::type tbb::detail::d0::invoke<__pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}, std::integral_constant<bool, false> >(__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}, std::integral_constant<bool, false>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}> const&, tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >&>(__pstl::execution::v1::parallel_policy const&, tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >&) [400] std::_Vector_base<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > >::_M_get_Tp_allocator() const [310] std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Impl::_Impl(std::allocator<void>)
   [8] std::invoke_result<__pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}> const&, tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >&>::type tbb::detail::d0::invoke<__pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}> const&, tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >&>(__pstl::execution::v1::parallel_unsequenced_policy const&, tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >&) [440] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [248] std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_ptr()
 [274] tbb::detail::d1::task_traits::task_traits() [39] std::__shared_ptr<hittable, (__gnu_cxx::_Lock_policy)2>::get() const [607] std::_Sp_counted_ptr_inplace<metal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<vec3, double>(std::allocator<void>, vec3&&, double&&)
